,Cu,NaOH,median_ratio,fit_A,fit_B,fit_C
275,375.0,22.0,1.0336134453781518,1.4763131858253515,0.0058089014238051,0.5562241947410215
276,100.0,24.0,1.0428571428571431,1.21816371620306,0.0220831526686455,0.666738320750241
277,125.0,24.0,1.063063063063061,0.6246686455284939,0.0555305796753038,0.5508792573452795
278,150.0,24.0,1.0322580645161343,1.84554928895802,0.0027041734229995,0.6156145442193608
279,175.0,24.0,1.018867924528302,1.2475875469141025,0.0108127696146561,0.5674258552394831
280,200.0,24.0,1.0367647058823557,1.195975821973968,0.0141060327972613,0.5902210990569934
281,225.0,24.0,1.0493927125506026,1.3284520450945552,0.0142331961202233,0.6050504907570502
282,250.0,24.0,1.0269193626267537,1.627038269983346,0.0043849280433244,0.5909181901762103
283,275.0,24.0,1.0457516339869266,1.543463817428388,0.0058122991208386,0.5869375979299715
284,300.0,24.0,1.0308485329103871,1.5193796074019943,0.0046754028214781,0.5292639199132615
285,325.0,24.0,1.0489510489510472,1.8223076824035636,0.003292295164511,0.6591644278339155
286,350.0,24.0,1.0344827586206955,1.7741142079198395,0.0023090848648069,0.5201459721137688
287,375.0,24.0,1.0322580645161232,1.909154858261102,0.0036318998429346,0.7514228369051825
